ADDRESS,LATITUDE,LONGITUDE,MAX_FLOOR,PLANNING_AREA,MIN_MRT_DIST,MRT_STATUS,MIN_MRT(OPEN)_DIST,MIN_HAWK_DIST,HAWK_TYPE,HAWK_OWNER,HAWK_NUMBER_OF_STALLS,MIN_PS_DIST,MIN_SS_DIST,MIN_MALL_DIST,cbd_dist,NUM_MRT_WITHIN_1.5KM,NUM_HAWK_WITHIN_1.5KM,NUM_PS_WITHIN_1.5KM,NUM_SS_WITHIN_1.5KM,NUM_MALL_WITHIN_1.5KM
601C punggol central,1.402679,103.908106,16,punggol,686.8804193746195,open,686.8804193746195,5409.2012192621105,MHC,HDB,186,287.60470344958003,141.1897905859301,568.6716589127117,14666.000911749014,6,0,12,6,3
104 clementi street 14,1.32295,103.769189,4,clementi,952.7527334649501,open,952.7527334649501,965.3019873233711,MHC,HDB,77,767.2588814669513,1143.6352544041,1036.5561382478854,10149.917439643352,3,2,3,2,1
639 pasir ris drive 1,1.376668,103.939881,13,pasir ris,823.8872358315598,planned,1156.068459441876,3500.5512470887634,MHC,HDB,144,87.40148613095127,1452.1589129197491,1751.014137529584,14298.860146920777,5,0,4,1,0
5 haig road,1.312589,103.896591,13,geylang,732.4638926785002,open,732.4638926785002,300.07239063127446,MHC,HDB,151,706.0880420087078,431.9571393071213,1087.264863273802,6009.257192861054,6,6,3,6,2
679C punggol drive,1.406414,103.908806,12,punggol,712.9242211047082,open,712.9242211047082,5813.788879727216,MHC,HDB,186,324.88141067468007,483.90987896931415,634.2043690776077,15072.621909155192,4,0,11,4,3
105 aljunied crescent,1.319469,103.882751,12,geylang,335.6874323734232,open,335.6874323734232,468.06662377289103,MHC,HDB,144,240.77592261950784,201.49535132377218,2005.7503874501901,5339.754672638151,9,9,4,4,0
608 hougang avenue 4,1.370844,103.885432,4,hougang,758.0435912434824,open,758.0435912434824,1302.2079123868996,MHC,HDB,186,268.63795911909557,325.75336820583686,946.3608136906798,10429.664153730477,4,1,8,5,2
784A woodlands rise,1.445327,103.805147,14,woodlands,694.9304300591056,open,694.9304300591056,3021.7758814427543,MHC,HDB,179,407.2328879182175,312.21255234369636,1628.6589808326808,18669.721094644596,1,0,6,5,0
17 seng poh road,1.285297,103.833235,4,bukit merah,277.5092624952877,open,277.5092624952877,73.60442813886841,MHC,Government,342,819.3683974254204,453.56957664914864,704.0576037574034,2026.4650802009867,11,12,5,1,4
210A punggol place,1.400068,103.900399,16,punggol,621.7349183178744,open,621.7349183178744,4804.729952170731,MHC,HDB,186,267.2390231196004,261.15725441117263,736.7356839993752,14050.789322438379,5,0,15,6,3
119 marsiling rise,1.438829,103.780323,13,woodlands,711.8527490960713,open,711.8527490960713,586.5560097623617,HC,HDB,78,925.7786599602691,537.5493549134126,673.7166211224318,18955.009785714494,5,2,6,5,1
350A canberra road,1.450541,103.820624,14,sembawang,175.63511083216574,open,175.63511083216574,2287.5405976312422,MHC,HDB,179,241.25508649824272,714.8226464926681,287.89442504099884,18837.75238985955,2,0,5,2,3
42 cassia crescent,1.310411,103.886398,13,geylang,314.91399340265434,open,314.91399340265434,247.56689974794435,MHC,HDB,222,226.91021979229188,376.01161349372273,1401.254705183589,4944.123753879822,7,8,2,8,1
376A hougang street 32,1.36346,103.893576,16,hougang,606.914004454274,planned,889.6029971863524,966.8005984719905,MHC,HDB,186,389.2293984061836,794.0796274165052,999.2922061653106,10064.29598800129,4,2,5,3,2
416A fernvale link,1.390612,103.879964,22,sengkang,1677.3713104100154,open,1677.3713104100154,3277.831727032826,HC,Government,36,583.0797150269511,169.19480756798743,437.5290842463739,12319.361708394918,0,0,7,3,1
409 bedok north avenue 2,1.328103,103.932938,11,bedok,553.3934212582557,open,553.3934212582557,119.1449806243048,MHC,HDB,196,232.67419268808334,746.6040645867353,553.6445671289125,10364.366052224446,4,7,7,5,1
172 hougang avenue 1,1.350579,103.889496,13,hougang,1183.442696317239,open,1183.442696317239,393.8263952157434,MHC,HDB,171,518.218976889676,488.8955012667674,1101.9735590384607,8597.005605333226,2,2,4,4,1
43 lorong 5 toa payoh,1.335907,103.854315,13,toa payoh,833.6284686241576,open,833.6284686241576,151.65584073075806,HC,HDB,36,215.22300631918094,167.87045273619583,871.8109780063842,5859.798586634218,2,8,6,9,1
276 yishun street 22,1.437823,103.837838,12,yishun,968.4921656854862,open,968.4921656854862,1252.2080680028205,MHC,HDB,179,175.53354469963486,337.02550305243386,1043.3937820275257,17184.966605010515,2,1,6,4,2
537 hougang street 52,1.377811,103.889726,18,hougang,662.558344903213,open,662.558344903213,2110.6520980593086,MHC,HDB,186,443.3096157468827,434.8777942476756,740.7239148902119,11322.36767323592,3,0,10,8,1
501B yishun street 51,1.417041,103.840552,13,yishun,851.6719277210935,open,851.6719277210935,2079.7452036813947,MHC,HDB,179,211.8074105884644,355.00627080667607,1295.9534298581266,14869.756025568948,2,0,5,4,1
158C rivervale crescent,1.388188,103.907146,18,sengkang,1274.8859846158164,planned,1274.8859846158164,3983.1941950608766,MHC,HDB,186,456.15717287831643,653.2064397073207,937.360219635179,13187.522589370494,4,0,9,6,2
490C choa chu kang avenue 5,1.37575,103.741752,12,choa chu kang,431.79564330791754,planned,1065.7899737205064,3535.562557616305,MHC,HDB,225,222.32782550306354,811.0021716441454,2111.300454251217,15931.607396768115,5,0,3,2,0
246 yishun avenue 9,1.435091,103.842691,11,yishun,1036.7595488995266,open,1036.7595488995266,1625.7122537723965,MHC,HDB,179,524.5993602835313,298.3281176770669,1075.6678007380938,16844.715877651444,1,0,6,3,1
818A choa chu kang avenue 1,1.377629,103.748489,20,choa chu kang,931.0985317997661,open,931.0985317997661,3960.1998662034803,MHC,HDB,147,509.9186254431572,969.3931716775695,1333.7732044562292,15504.888304543763,7,0,5,3,1
465 upper serangoon road,1.371908,103.897013,14,hougang,536.2594625305445,open,536.2594625305445,1870.2747159344615,MHC,HDB,186,166.49123368213733,79.24771757349863,366.039329392589,11069.323544320227,4,0,7,4,1
290B compassvale crescent,1.397033,103.897023,15,sengkang,634.6206014969686,open,634.6206014969686,4370.12879294892,MHC,HDB,186,299.3356587145511,329.38770358201805,591.9624514197294,13597.2117597523,5,0,12,7,2
261 boon lay drive,1.345593,103.707895,15,jurong west,398.189460987934,planned,805.4169873375974,547.5063459169082,MHC,HDB,166,598.595306844516,209.27048032800167,692.2637518442987,17395.746085339884,9,3,8,4,3
513C yishun street 51,1.415408,103.843801,13,yishun,1228.618870893077,open,1228.618870893077,2455.769456332914,MHC,HDB,179,566.0053891213406,616.1427019988333,1621.28805260569,14664.766315419949,1,0,4,4,0
475 ang mo kio avenue 10,1.362663,103.856516,13,ang mo kio,1110.738121803109,planned,1131.1967923480208,136.66555801014505,MHC,HDB,142,417.3623161986358,575.4192701959922,1163.3227062341855,8827.83186424039,5,6,6,3,1
172 bedok south road,1.320669,103.94469,12,bedok,600.1651036766973,planned,668.4628947632688,556.7220131152098,MHC,HDB,195,342.52841613285824,398.8731620286396,1775.544918452692,11197.021984898072,6,5,2,4,0
693C woodlands avenue 6,1.4381,103.80443,13,woodlands,483.1176847497063,open,483.1176847497063,2777.9017474815023,HC,HDB,78,201.7423454504518,123.0390162697366,2014.7674547674662,17925.84030641723,1,0,6,4,0
538 jelapang road,1.383871,103.763691,25,bukit panjang,652.4761724255138,open,652.4761724255138,5131.921786169651,MHC,Government,179,384.6570903267686,536.7183473158947,553.5501121264464,14814.487212362019,2,0,7,4,1
365A sembawang crescent,1.444053,103.817028,16,sembawang,650.5352049508101,open,650.5352049508101,1892.9718048840343,MHC,HDB,179,460.74125395093193,141.0561284207626,534.3828750621295,18212.274428494577,2,0,6,2,3
330A anchorvale street,1.396627,103.889865,16,sengkang,792.0624421391813,open,792.0624421391813,4172.911419277581,MHC,HDB,186,216.5016007831019,866.0504492690067,769.0641548925942,13277.107542656555,2,0,7,6,1
417 jurong west street 42,1.351309,103.727345,10,jurong west,764.7895694366775,planned,1014.4716241046672,812.2756103781073,MHC,HDB,225,720.468491549501,173.95835763285515,2437.46108945989,15727.470372521566,5,4,3,5,0
620 jurong west street 65,1.341455,103.699482,16,jurong west,497.3148560284928,open,497.3148560284928,1539.7335827785328,MHC,HDB,166,263.1599206548092,302.49429057250927,258.0781289071942,18090.05870334926,8,0,7,5,3
162 simei road,1.345719,103.959935,11,tampines,447.6868265823071,open,447.6868265823071,1703.8190486009994,MHC,HDB,144,794.1794903919108,1012.9768794559044,838.0748228390873,13937.901536634872,5,0,4,4,3
269 toh guan road,1.34146,103.745678,25,jurong east,402.5175227003372,planned,963.7393083062972,911.6459751129489,MHC,HDB,147,530.011076539375,385.8836619053327,740.6248701132737,13414.898221447678,7,1,5,4,4
616 ang mo kio avenue 4,1.377467,103.838777,11,ang mo kio,575.8436088170832,open,575.8436088170832,327.9992146078904,MHC,HDB,124,512.4971485950861,378.13813840967265,1401.2103060952518,10538.240211361563,6,6,4,6,1
269 pasir ris street 21,1.365301,103.963751,8,pasir ris,307.14941429475545,planned,1407.3970234228998,3063.366058174842,MHC,HDB,144,316.43654747605973,458.9814446141102,323.6381729829358,15473.673256920107,3,0,4,7,2
639 jurong west street 61,1.340696,103.696884,16,jurong west,346.7585026565855,open,346.7585026565855,1840.7884574775237,MHC,HDB,166,271.9249061566281,600.5719429475329,114.79540300351499,18331.020888525138,6,0,6,4,3
327A anchorvale road,1.395256,103.888613,16,sengkang,814.0720292466281,open,814.0720292466281,4009.8337068880737,MHC,HDB,186,159.8422264695074,730.895077984542,801.2195864055202,13088.870597673991,3,0,7,4,2
50 stirling road,1.297141,103.803791,2,queenstown,394.84785402867266,open,394.84785402867266,442.9350213945399,MHC,HDB,113,451.8622851831083,383.68658664532495,1056.4578039130292,5513.709739738489,2,6,2,2,1
111 jurong east street 13,1.338776,103.735604,25,jurong east,537.4881236471458,open,537.4881236471458,572.6020560096925,MHC,HDB,147,246.91436808431573,917.4811278980194,946.5961044880207,14276.73513068253,8,2,4,3,3
561B jurong west street 42,1.354771,103.719673,16,jurong west,671.0461684953743,planned,1137.6330579121793,581.7857984342867,HC,Government,76,813.5825749216398,360.20915139174457,2226.774999342905,16660.382486885646,4,3,4,5,0
311A clementi avenue 4,1.319117,103.765492,40,clementi,422.63469169910917,open,422.63469169910917,650.1216571760705,MHC,HDB,143,399.0191570568378,552.9442465960647,481.6603072728794,10351.088606537687,4,4,4,4,1
137 bukit batok west avenue 6,1.350512,103.744949,4,bukit batok,551.608877603482,open,551.608877603482,1116.7999993191906,MHC,HDB,147,460.55316188512694,505.5726319303998,476.8597491880654,13993.395334293878,6,1,7,5,1
512 jelapang road,1.387332,103.768255,14,bukit panjang,1235.992055236242,open,1235.992055236242,5271.060185003178,HC,HDB,78,167.6046131528259,326.07396712028566,1186.685362971564,14781.94713514994,2,0,5,3,1
152 serangoon north avenue 1,1.369347,103.872614,4,serangoon,173.7310907116861,planned,1704.5945283585058,882.4128017903108,HC,Government,36,473.4911459392236,372.15402596926424,1768.3524349758663,9838.047620734,2,2,4,5,0
6 jalan batu,1.336016,103.787895,10,bukit timah,477.1931669860931,open,477.1931669860931,1335.4318708545625,MHC,Government,179,1331.2408890056427,1724.6084750525047,2952.363501760944,9173.784954384839,6,1,1,0,0
332B anchorvale link,1.395108,103.891456,16,sengkang,548.0173838728418,open,548.0173838728418,4028.4440838236524,MHC,HDB,186,177.02278707652385,716.4102232318658,525.3188148453763,13177.265494483854,3,0,9,6,1
216A boon lay avenue,1.350121,103.711876,15,jurong west,394.3492262583297,planned,1198.6945665958012,551.1836039589256,MHC,HDB,166,486.3054176679338,739.8501480842626,1313.5776945276268,17200.217428692373,6,3,6,6,1
389 yishun avenue 6,1.42957,103.84802,12,yishun,1422.3828585399442,open,1422.3828585399442,2177.9772226587916,MHC,HDB,179,227.14549470263316,1019.723996039879,1330.6670621057415,16211.073056895188,1,0,5,3,1
458A sengkang west road,1.392968,103.869572,14,sengkang,2518.6388339203327,planned,2833.4561572502726,2795.740325131665,MHC,HDB,150,617.2463797568126,1030.0500351964909,747.9461657372094,12328.55646305444,0,0,2,1,1
619 yishun ring road,1.419115,103.834935,12,yishun,312.54459599888156,open,312.54459599888156,1538.3514354465167,MHC,HDB,179,529.9388965865631,273.59281783666177,981.5289642910512,15160.691124734043,2,0,5,5,1
508B wellington circle,1.452625,103.82091,13,sembawang,406.8862340162133,open,406.8862340162133,2490.763196209651,MHC,HDB,179,173.6154140178226,748.8898554521322,514.2969861895433,19058.746680156575,2,0,5,2,3
231A sumang lane,1.402056,103.891877,17,punggol,1200.1858857598343,open,1200.1858857598343,4795.595769933402,MHC,HDB,186,770.8155294608404,728.589236642761,1161.7915855303168,13917.58037423501,5,0,7,4,2
22 boon keng road,1.318176,103.861404,12,kallang,143.2314093086025,open,143.2314093086025,213.62164618511375,MHC,HDB,193,577.6231818692692,678.0636511415557,917.0055289212329,4048.864544262238,6,8,3,2,2
645 woodlands ring road,1.43705,103.800943,12,woodlands,402.3838762698501,open,402.3838762698501,2375.632976394353,HC,HDB,78,454.0184318375735,351.32834579689626,1701.4431117753334,17932.254993923958,2,0,8,6,0
332 tampines street 32,1.353168,103.960689,10,tampines,753.541964338918,open,753.541964338918,1984.2786971957044,MHC,HDB,144,122.28617868198631,338.0696644201658,924.217483734855,14436.195065753494,4,0,5,5,3
108 jalan rajah,1.328389,103.855751,11,novena,1038.611538559616,open,1038.611538559616,579.944927150571,MHC,HDB,164,762.1848295070313,709.8350377221781,1082.8207826373493,5043.268098277647,2,9,6,4,1
125 hougang avenue 1,1.35241,103.886492,12,hougang,885.7064039360436,open,885.7064039360436,445.12936747752855,MHC,HDB,171,366.2245999273389,220.76604460689558,802.2876208457255,8616.543496692278,4,2,4,5,1
152 bishan street 11,1.345657,103.854641,4,bishan,925.4827552734304,open,925.4827552734304,602.1917064176205,MHC,HDB,157,415.78292811793693,451.0348053273914,844.3262403186158,6938.25911970226,4,6,5,8,1
9 boon keng road,1.316051,103.861219,40,kallang,338.51050401707005,open,338.51050401707005,403.45300690616637,MHC,HDB,193,747.140424031784,909.9305751104755,723.611550912492,3817.689757576831,7,9,3,3,2
451 fajar road,1.385082,103.772219,14,bukit panjang,1391.3694835641145,open,1391.3694835641145,5089.909578747346,MHC,Government,179,201.05377363335492,830.1475777872492,1440.1035982045119,14313.205806651791,2,0,6,3,1
424 hougang avenue 6,1.373764,103.893619,13,hougang,305.18432066796055,open,305.18432066796055,1828.5254124778505,MHC,HDB,186,443.30602567998415,394.86745858357153,141.4031727203263,11086.32815211524,4,0,9,6,1
147 tampines avenue 5,1.349232,103.942181,9,tampines,590.431897016527,open,590.431897016527,506.26191298718925,MHC,HDB,144,207.90671411307585,231.83681663592085,391.3963203077432,12487.256249355542,4,1,10,5,5
144 petir road,1.375816,103.767563,4,bukit panjang,712.737737878721,open,712.737737878721,4160.730412598316,MHC,Government,179,315.46704086424137,397.3475499902423,962.9074144844755,13862.777089902267,4,0,6,3,1
584 pasir ris street 53,1.374966,103.947206,13,pasir ris,371.1614172581835,open,371.1614172581835,3284.786623759081,MHC,HDB,144,213.57559446013013,875.8626273103979,940.365899800227,14742.17255227929,5,0,4,3,1
451B bukit batok west avenue 6,1.352484,103.743415,22,bukit batok,751.5346868822149,planned,791.9510177682113,1178.4082614448425,MHC,HDB,147,450.0918002640471,524.3205509526055,697.2513490269259,14254.420357209881,6,1,6,5,1
680A jurong west central 1,1.344624,103.70556,17,jurong west,347.2677944948401,planned,665.5805687862803,808.5703278195158,MHC,HDB,166,626.9383504785881,389.9843222856589,585.4375014663368,17592.684249124315,8,1,7,4,3
363 clementi avenue 2,1.312821,103.768917,12,clementi,492.35525563770085,open,492.35525563770085,271.2924897455836,MHC,HDB,77,401.146610670062,524.0765049315789,550.2573764511147,9743.434611858827,5,5,4,6,2
497G tampines street 45,1.360346,103.959717,10,tampines,656.0700129464086,planned,707.42799531877,2358.0908231290377,MHC,HDB,144,591.5294954511011,391.31817712782765,598.659658226695,14789.442866661884,2,0,8,9,2
351 hougang avenue 7,1.37174,103.899,13,hougang,755.3066187522509,open,755.3066187522509,2008.4371385223903,MHC,HDB,186,234.48594778214687,290.261564767867,587.330935184088,11156.338842349336,4,0,5,4,1
531 woodlands drive 14,1.430923,103.792754,12,woodlands,428.28677228685336,open,428.28677228685336,1461.4619230657459,HC,HDB,78,322.20017395651746,466.20522546196145,966.5949375155546,17606.506342634897,4,1,7,6,1
501 serangoon north avenue 4,1.374184,103.876106,14,serangoon,487.88392458473714,planned,1819.9468723112454,1532.0384008332105,HC,Government,36,188.51091674516977,456.8380775673975,1907.3844000790104,10453.766078081684,2,0,5,5,0
337 woodlands avenue 1,1.430717,103.781744,12,woodlands,856.9827495154175,open,856.9827495154175,374.9451193559324,HC,HDB,78,396.0411154361552,458.2736300072488,731.4530962079683,18075.188649609336,4,1,7,7,1
230 jurong east street 21,1.341536,103.737488,25,jurong east,509.3151156561979,planned,565.2519812920297,217.62794975799952,MHC,HDB,147,426.2850024263982,598.2405261915263,1005.2790793835211,14224.173690388814,7,2,4,4,3
129 bukit batok west avenue 6,1.35143,103.746031,12,bukit batok,480.9833623515413,open,480.9833623515413,1273.9661174900152,MHC,HDB,147,609.5723617876506,659.5390171459815,383.67445126254387,13946.503285088727,5,1,7,5,1
615B edgefield plains,1.403746,103.909883,17,punggol,838.9080956775572,open,838.9080956775572,5605.404398136045,MHC,HDB,186,168.5428682265813,201.05368988744596,385.88424948017723,14858.253685309528,6,0,10,4,3
119 bukit merah view,1.283422,103.821068,16,bukit merah,718.4272446731399,open,718.4272446731399,245.07145372635335,MHC,HDB,182,550.5234524986379,659.7517774736075,742.1723812701398,3364.896058121196,3,12,5,5,1
410 serangoon central,1.347779,103.873843,13,serangoon,155.63451508869122,open,155.63451508869122,1846.526099059036,MHC,HDB,186,591.7501291969402,288.329909079152,372.75897799712857,7589.579692964407,5,0,7,7,1
21 jalan membina,1.285087,103.825783,30,bukit merah,170.8236033900949,open,170.8236033900949,443.12055724007763,MHC,HDB,182,98.56414719156678,1138.8913150564867,204.48724536161615,2849.1918759946466,4,11,5,5,2
604 elias road,1.376245,103.943265,17,pasir ris,800.7354198941019,open,800.7354198941019,3417.041730692007,MHC,HDB,144,260.7528787513693,1180.3848316204867,1373.0061813629677,14527.828247128973,5,0,4,1,1
229 yishun street 21,1.434912,103.8372,12,yishun,640.7222317206049,open,640.7222317206049,1037.2620243746244,MHC,HDB,179,170.7870675725847,303.17776477162545,783.3206143258145,16870.787574574864,2,1,7,4,2
227C compassvale drive,1.386802,103.901133,13,sengkang,869.0367016371014,open,869.0367016371014,3494.192234580413,MHC,HDB,186,232.1376593658935,309.4950848874078,890.0811070625373,12747.506186082683,3,0,9,6,1
688 hougang street 61,1.376162,103.88555,12,hougang,910.9714166141225,open,910.9714166141225,1889.2343872428382,MHC,HDB,186,196.10739023770705,373.31715001875534,1001.2321489389426,10983.95206336459,4,0,10,6,1
642C punggol drive,1.398601,103.916203,18,punggol,464.54879648920064,planned,464.54879648920064,5509.080584840222,MHC,HDB,186,270.36980752099805,532.9635342068256,569.2993855220088,14682.158977306814,2,0,8,2,2
238 lorong 1 toa payoh,1.34021,103.851575,22,toa payoh,539.9412583573554,open,539.9412583573554,299.10836499355986,MHC,HDB,60,440.32626056938113,191.5627026572368,954.1137777591993,6326.061639648669,6,6,6,8,2
108 teck whye lane,1.378324,103.752951,13,choa chu kang,969.9823350696457,open,969.9823350696457,4207.630322362573,MHC,HDB,147,590.1434411272005,603.5311948860075,833.4347939775201,15195.356154503834,6,0,4,3,1
679B jurong west central 1,1.343908,103.706055,17,jurong west,425.29366992029253,planned,586.2359992272914,764.7283743661649,MHC,HDB,166,713.3164576357772,330.72931149537646,497.6850182068645,17511.308788228285,8,1,8,4,3
37 lorong 5 toa payoh,1.334526,103.855915,25,toa payoh,956.2395238117674,open,956.2395238117674,153.84410358870159,MHC,HDB,120,317.03860931920013,342.31085997318127,999.1409635221383,5720.5829798395325,2,8,5,7,1
5A marsiling drive,1.440085,103.775201,14,woodlands,829.9841663223644,open,829.9841663223644,421.36152228493177,MHC,HDB,164,712.0817209377641,126.30233177600564,1251.1917766472682,19324.27771825794,5,2,4,5,1
307A anchorvale road,1.389398,103.888043,16,sengkang,813.8608952343199,open,813.8608952343199,3359.2612716294775,MHC,HDB,186,145.25471887096722,228.16011268870395,835.4075692733371,12455.310095109176,3,0,10,4,2
201 boon lay drive,1.343266,103.715412,10,jurong west,653.9259717643247,open,653.9259717643247,362.365761265282,MHC,HDB,166,237.352117364633,626.3359512533957,1058.833397702882,16526.156477558532,7,4,5,5,1
23 saint george's road,1.324993,103.86305,4,kallang,632.5898363005886,open,632.5898363005886,638.688585799492,MHC,HDB,193,438.4906754849309,280.8591004340238,1662.410181619018,4823.98969995675,4,6,3,2,0
94B bedok north avenue 4,1.333877,103.942883,13,bedok,817.2915804513054,open,817.2915804513054,502.5650617468862,MHC,HDB,214,205.98489661442423,133.11654890165786,1492.330417266544,11641.835097425785,4,5,7,6,1
341 hougang avenue 7,1.370445,103.898589,13,hougang,716.2169649825,open,716.2169649825,1877.191472821765,MHC,HDB,186,335.52894833077846,272.3858592101763,581.6191177612319,11008.665456845883,4,0,5,4,1
211 new upper changi road,1.325501,103.931968,4,bedok,269.00619060904654,open,269.00619060904654,175.55220945413012,HC,HDB,70,476.8899828938883,1053.7117145433983,313.44807096254624,10133.270254626234,2,7,7,4,1
633A senja road,1.385586,103.758341,25,bukit panjang,883.294228574197,open,883.294228574197,5189.037566296648,MHC,HDB,147,298.7756152489598,317.45648775556583,614.9902097724561,15352.523568029861,2,0,7,5,1
670 woodlands drive 71,1.438826,103.799297,12,woodlands,274.9234517785319,open,274.9234517785319,2238.172493242169,HC,HDB,78,429.219500871996,569.8938634788288,1546.0877739416383,18176.39524183675,4,0,9,5,0
273B jurong west avenue 3,1.351556,103.703627,15,jurong west,586.5749708797748,planned,1452.2929591597765,1237.9790098667554,MHC,HDB,166,445.77317867696206,317.455003681442,669.5276961551048,18098.61963691921,7,1,5,3,3
624 senja road,1.386243,103.761838,20,bukit panjang,874.8546320858757,open,874.8546320858757,5435.424937888555,MHC,HDB,147,334.95436780943334,258.2539804348834,678.9857163185392,15147.687604292007,2,0,6,5,1
918 hougang avenue 9,1.375585,103.883516,17,hougang,1074.2351495378794,open,1074.2351495378794,1846.345821173098,MHC,HDB,186,351.41339687738866,252.14522347737673,1191.8376207129777,10847.229161002388,4,0,7,4,1
231 choa chu kang central,1.380081,103.746113,4,choa chu kang,574.7570175607204,open,574.7570175607204,4152.2255571501955,MHC,HDB,147,176.3074887649721,895.1809589313456,1564.4006679740726,15883.004011123192,5,0,5,3,0
208 jurong east street 21,1.338436,103.742667,8,jurong east,143.40869680106812,planned,566.4327209090146,782.9190250717425,MHC,HDB,147,513.0753512926876,517.9509409157301,473.16762506168016,13555.024912519519,9,2,4,3,4
291C compassvale street,1.39633,103.898596,15,sengkang,652.6901370032034,open,652.6901370032034,4348.526306397692,MHC,HDB,186,225.95790975839358,140.77945345856338,614.450966644694,13591.986284994686,5,0,12,8,2
447 ang mo kio avenue 10,1.367479,103.855967,4,ang mo kio,777.6666830177961,open,777.6666830177961,95.72267624453461,MHC,HDB,222,595.4721389172396,414.4864095831874,859.7786625782694,9355.68278736182,4,7,4,3,1
878 tampines avenue 8,1.352212,103.931382,12,tampines,1067.7475201605619,open,1067.7475201605619,1656.8841099781826,MHC,HDB,144,699.658318828037,313.4324114808748,1012.3075475710333,11747.338283558069,3,0,5,4,3
109B depot road,1.280999,103.809225,25,bukit merah,1156.0568886942167,open,1156.0568886942167,661.9163330831201,MHC,HDB,144,543.5568797698086,699.532844057465,976.0359797720452,4687.827545139222,3,9,2,3,2
131 bedok reservoir road,1.333122,103.911711,13,bedok,376.5044324852587,open,376.5044324852587,278.68298362091434,MHC,HDB,111,245.30021207699804,1275.4447789676053,2161.5765583312627,8713.065202733278,4,2,3,1,0
201B tampines street 21,1.353453,103.95301,4,tampines,376.42586047075946,open,376.42586047075946,1291.5863118681107,MHC,HDB,144,352.5621207725296,430.9657861632085,149.71393579087106,13741.049671074967,4,1,7,6,5
133 pasir ris street 11,1.365727,103.956188,7,pasir ris,549.5140916392837,planned,1045.3581940337056,2592.329362532635,MHC,HDB,144,526.8393823495442,126.79589405009992,520.2578096926161,14830.229487487795,5,0,5,8,2
2 saint george's road,1.323426,103.860687,14,kallang,453.6156266751274,open,453.6156266751274,532.9884836839351,MHC,HDB,193,387.0826572914307,92.29752893744998,1402.350377133124,4590.550752592084,5,6,3,2,1
786F woodlands drive 60,1.44625,103.800418,13,woodlands,617.5725026751825,open,617.5725026751825,2625.6774572641625,MHC,HDB,164,183.70778845265693,223.89011524496846,1992.2993823942122,18918.666853985098,1,0,7,4,0
640 hougang avenue 8,1.371321,103.879756,4,hougang,689.0755358684765,planned,1353.3720537519077,1523.909366380518,MHC,HDB,186,370.1224605095657,256.3232867359141,1434.9311453877121,10266.713369394642,4,0,5,5,1
510 jelapang road,1.387589,103.768983,16,bukit panjang,1307.8225256665226,open,1307.8225256665226,5224.114498558698,HC,HDB,78,229.8786053169574,395.8255364610754,1267.036538021412,14753.692802161297,2,0,5,3,1
460A bukit batok west avenue 9,1.35426,103.73931,17,bukit batok,370.53918881010753,planned,1288.3403975214076,1203.8918790487894,MHC,HDB,147,590.5684004575521,661.2262285031078,1194.4662387631702,14745.29154644444,5,2,4,4,1
316D punggol way,1.408793,103.896812,18,punggol,742.7977883774583,open,742.7977883774583,5625.420690790384,MHC,HDB,186,332.29318955442363,213.75101602230012,627.7575588974307,14803.025131067738,3,0,5,3,1
240 compassvale walk,1.390751,103.897947,16,sengkang,343.2468110282442,open,343.2468110282442,3743.328420470707,MHC,HDB,186,245.459207901588,470.05048697916004,350.95020460413485,12996.397686170649,3,0,12,6,1
426A yishun avenue 11,1.423081,103.846419,13,yishun,1430.422974417636,open,1430.422974417636,2194.4528146770585,MHC,HDB,179,493.9731906206877,287.97649116315824,1258.2318980597463,15498.963752029236,1,0,5,4,1
160 tampines street 12,1.350702,103.945184,12,tampines,496.62224245840093,open,496.62224245840093,592.4818566016705,MHC,HDB,144,180.870117441656,189.39789488282136,208.8928276240947,12853.437611304174,5,1,10,6,5
337 bukit batok street 34,1.363483,103.749393,9,bukit batok,567.0565272457299,planned,595.2011816564243,2563.3310680701156,MHC,HDB,147,486.71839426926186,176.28931554042572,1480.289633992646,14416.058890799002,2,0,2,3,1
669C jurong west street 64,1.343508,103.702816,16,jurong west,213.82578458461703,planned,637.1347501100173,1127.304886413449,MHC,HDB,166,421.08601653870795,134.72496001472268,621.7251183503787,17827.94558623282,8,1,6,4,3
432 clementi avenue 3,1.314021,103.762741,13,clementi,312.55498526193924,open,312.55498526193924,212.30754997198315,MHC,HDB,143,123.6403812688368,185.9977861348611,210.71640882526356,10435.670615785793,4,5,4,6,2
108 woodlands street 13,1.437219,103.781577,13,woodlands,546.1377097569159,open,546.1377097569159,448.10847518904274,HC,HDB,78,727.3265533580596,622.997481505522,476.7926620785917,18735.09784872588,5,2,7,7,1
24 telok blangah crescent,1.275409,103.820661,14,bukit merah,1133.624412391571,open,1133.624412391571,311.3087059950625,MHC,HDB,133,395.68243613756476,198.20017315972288,1242.692664365234,3511.6642014180757,5,9,5,3,3
101 ang mo kio avenue 3,1.370262,103.839468,12,ang mo kio,351.73280612921536,open,351.73280612921536,349.4438133230041,HC,HDB,29,105.51145411249622,440.4853679824073,1007.3398168048493,9738.41945152818,7,7,6,7,1
892 tampines avenue 8,1.349013,103.929243,12,tampines,1081.4288023441459,open,1081.4288023441459,1752.6555468320487,MHC,HDB,125,865.0303367925487,138.28103182951938,1337.083726833148,11336.861440148266,2,0,4,4,1
